,State,DeathsFromPneumoniaAndInfluenza,Year,Week,Quarter,Month
2615,CO,27.0,2012,29,3,7
2616,CO,25.0,2012,30,3,7
2617,CO,36.0,2012,31,3,7
2618,CO,26.0,2012,32,3,8
2619,CO,28.0,2012,33,3,8
2620,CO,26.0,2012,34,3,8
2621,CO,28.0,2012,35,3,8
2622,CO,29.0,2012,36,3,9
2623,CO,40.0,2012,37,3,9
2624,CO,32.0,2012,38,3,9
2625,CO,44.0,2012,39,3,9
2626,CO,41.0,2012,40,4,9
2627,CO,29.0,2012,41,4,10
2628,CO,34.0,2012,42,4,10
2629,CO,35.0,2012,43,4,10
2630,CO,40.0,2012,44,4,10
2631,CO,26.0,2012,45,4,11
2632,CO,31.0,2012,46,4,11
2633,CO,40.0,2012,47,4,11
2634,CO,44.0,2012,48,4,11
2635,CO,42.0,2012,49,4,12
2636,CO,41.0,2012,50,4,12
2637,CO,40.0,2012,51,4,12
2638,CO,47.0,2012,52,4,12
2639,CO,46.0,2013,1,1,1
2640,CO,59.0,2013,2,1,1
2641,CO,64.0,2013,3,1,1
2642,CO,55.0,2013,4,1,1
2643,CO,56.0,2013,5,1,2
2644,CO,73.0,2013,6,1,2
2645,CO,70.0,2013,7,1,2
2646,CO,60.0,2013,8,1,2
2647,CO,56.0,2013,9,1,3
2648,CO,43.0,2013,10,1,3
2649,CO,45.0,2013,11,1,3
2650,CO,42.0,2013,12,1,3
2651,CO,37.0,2013,13,1,3
2652,CO,42.0,2013,14,2,4
2653,CO,34.0,2013,15,2,4
2654,CO,30.0,2013,16,2,4
2655,CO,44.0,2013,17,2,4
2656,CO,33.0,2013,18,2,5
2657,CO,39.0,2013,19,2,5
2658,CO,26.0,2013,20,2,5
2659,CO,35.0,2013,21,2,5
2660,CO,37.0,2013,22,2,6
2661,CO,41.0,2013,23,2,6
2662,CO,40.0,2013,24,2,6
2663,CO,31.0,2013,25,2,6
2664,CO,38.0,2013,26,2,6
2665,CO,27.0,2013,27,3,7
2666,CO,28.0,2013,28,3,7
2667,CO,29.0,2013,29,3,7
2668,CO,35.0,2013,30,3,7
2669,CO,34.0,2013,31,3,8
2670,CO,19.0,2013,32,3,8
2671,CO,35.0,2013,33,3,8
2672,CO,36.0,2013,34,3,8
2673,CO,26.0,2013,35,3,8
2674,CO,35.0,2013,36,3,9
2675,CO,30.0,2013,37,3,9
2676,CO,40.0,2013,38,3,9
2677,CO,39.0,2013,39,3,9
2678,CO,40.0,2013,40,4,10
2679,CO,51.0,2013,41,4,10
2680,CO,39.0,2013,42,4,10
2681,CO,45.0,2013,43,4,10
2682,CO,43.0,2013,44,4,11
2683,CO,38.0,2013,45,4,11
2684,CO,35.0,2013,46,4,11
2685,CO,36.0,2013,47,4,11
2686,CO,49.0,2013,48,4,11
2687,CO,43.0,2013,49,4,12
2688,CO,31.0,2013,50,4,12
2689,CO,49.0,2013,51,4,12
2690,CO,47.0,2013,52,4,12
2691,CO,83.0,2014,1,1,1
2692,CO,74.0,2014,2,1,1
2693,CO,68.0,2014,3,1,1
2694,CO,53.0,2014,4,1,1
2695,CO,71.0,2014,5,1,2
2696,CO,64.0,2014,6,1,2
2697,CO,58.0,2014,7,1,2
2698,CO,42.0,2014,8,1,2
2699,CO,59.0,2014,9,1,3
2700,CO,44.0,2014,10,1,3
2701,CO,53.0,2014,11,1,3
2702,CO,46.0,2014,12,1,3
2703,CO,58.0,2014,13,1,3
2704,CO,51.0,2014,14,2,4
2705,CO,53.0,2014,15,2,4
2706,CO,58.0,2014,16,2,4
2707,CO,46.0,2014,17,2,4
2708,CO,40.0,2014,18,2,5
2709,CO,34.0,2014,19,2,5
2710,CO,29.0,2014,20,2,5
2711,CO,45.0,2014,21,2,5
2712,CO,43.0,2014,22,2,5
2713,CO,31.0,2014,23,2,6
2714,CO,51.0,2014,24,2,6
2715,CO,34.0,2014,25,2,6
2716,CO,44.0,2014,26,2,6
2717,CO,27.0,2014,27,3,7
2718,CO,31.0,2014,28,3,7
2719,CO,31.0,2014,29,3,7
2720,CO,31.0,2014,30,3,7
2721,CO,38.0,2014,31,3,8
2722,CO,27.0,2014,32,3,8
2723,CO,23.0,2014,33,3,8
2724,CO,35.0,2014,34,3,8
2725,CO,39.0,2014,35,3,8
2726,CO,52.0,2014,36,3,9
2727,CO,46.0,2014,37,3,9
2728,CO,36.0,2014,38,3,9
2729,CO,30.0,2014,39,3,9
2730,CO,34.0,2014,40,4,10
2731,CO,36.0,2014,41,4,10
2732,CO,34.0,2014,42,4,10
2733,CO,41.0,2014,43,4,10
2734,CO,30.0,2014,44,4,11
2735,CO,39.0,2014,45,4,11
2736,CO,33.0,2014,46,4,11
2737,CO,32.0,2014,47,4,11
2738,CO,37.0,2014,48,4,11
2739,CO,51.0,2014,49,4,12
2740,CO,59.0,2014,50,4,12
2741,CO,68.0,2014,51,4,12
2742,CO,92.0,2014,52,4,12
2743,CO,107.0,2014,53,4,1
2744,CO,121.0,2015,1,1,1
2745,CO,103.0,2015,2,1,1
2746,CO,57.0,2015,3,1,1
2747,CO,60.0,2015,4,1,1
2748,CO,49.0,2015,5,1,1
2749,CO,50.0,2015,6,1,2
2750,CO,58.0,2015,7,1,2
2751,CO,51.0,2015,8,1,2
2752,CO,42.0,2015,9,1,2
2753,CO,46.0,2015,10,1,3
2754,CO,51.0,2015,11,1,3
2755,CO,50.0,2015,12,1,3
2756,CO,54.0,2015,13,1,3
2757,CO,52.0,2015,14,2,4
2758,CO,52.0,2015,15,2,4
2759,CO,43.0,2015,16,2,4
2760,CO,42.0,2015,17,2,4
2761,CO,32.0,2015,18,2,5
2762,CO,47.0,2015,19,2,5
2763,CO,31.0,2015,20,2,5
2764,CO,42.0,2015,21,2,5
2765,CO,51.0,2015,22,2,5
2766,CO,51.0,2015,23,2,6
2767,CO,45.0,2015,24,2,6
2768,CO,35.0,2015,25,2,6
2769,CO,30.0,2015,26,2,6
2770,CO,38.0,2015,27,3,7
2771,CO,39.0,2015,28,3,7
2772,CO,32.0,2015,29,3,7
2773,CO,31.0,2015,30,3,7
2774,CO,40.0,2015,31,3,8
2775,CO,32.0,2015,32,3,8
2776,CO,28.0,2015,33,3,8
2777,CO,28.0,2015,34,3,8
2778,CO,22.0,2015,35,3,8
2779,CO,36.0,2015,36,3,9
2780,CO,31.0,2015,37,3,9
2781,CO,43.0,2015,38,3,9
2782,CO,38.0,2015,39,3,9
2783,CO,38.0,2015,40,4,10
2784,CO,26.0,2015,41,4,10
2785,CO,35.0,2015,42,4,10
2786,CO,33.0,2015,43,4,10
2787,CO,47.0,2015,44,4,10
2788,CO,43.0,2015,45,4,11
2789,CO,31.0,2015,46,4,11
2790,CO,38.0,2015,47,4,11
2791,CO,41.0,2015,48,4,11
2792,CO,44.0,2015,49,4,12
2793,CO,39.0,2015,50,4,12
2794,CO,42.0,2015,51,4,12
2795,CO,54.0,2015,52,4,12
2796,CO,48.0,2016,1,1,1
2797,CO,69.0,2016,2,1,1
2798,CO,47.0,2016,3,1,1
2799,CO,56.0,2016,4,1,1
2800,CO,53.0,2016,5,1,1
2801,CO,42.0,2016,6,1,2
2802,CO,44.0,2016,7,1,2
2803,CO,59.0,2016,8,1,2
2804,CO,56.0,2016,9,1,2
2805,CO,69.0,2016,10,1,3
2806,CO,55.0,2016,11,1,3
2807,CO,61.0,2016,12,1,3
2808,CO,55.0,2016,13,1,3
2809,CO,46.0,2016,14,2,4
2810,CO,50.0,2016,15,2,4
2811,CO,45.0,2016,16,2,4
2812,CO,51.0,2016,17,2,4
2813,CO,50.0,2016,18,2,4
2814,CO,42.0,2016,19,2,5
2815,CO,38.0,2016,20,2,5
2816,CO,36.0,2016,21,2,5
2817,CO,38.0,2016,22,2,5
2818,CO,29.0,2016,23,2,6
2819,CO,31.0,2016,24,2,6
2820,CO,33.0,2016,25,2,6
2821,CO,47.0,2016,26,2,6
2822,CO,23.0,2016,27,3,7
2823,CO,43.0,2016,28,3,7
2824,CO,30.0,2016,29,3,7
2825,CO,35.0,2016,30,3,7
2826,CO,38.0,2016,31,3,7
2827,CO,22.0,2016,32,3,8
2828,CO,22.0,2016,33,3,8
2829,CO,24.0,2016,34,3,8
2830,CO,36.0,2016,35,3,8
2831,CO,25.0,2016,36,3,9
2832,CO,29.0,2016,37,3,9
2833,CO,36.0,2016,38,3,9
2834,CO,37.0,2016,39,3,9
2835,CO,34.0,2016,40,4,10
2836,CO,46.0,2016,41,4,10
2837,CO,43.0,2016,42,4,10
2838,CO,35.0,2016,43,4,10
2839,CO,35.0,2016,44,4,10
2840,CO,32.0,2016,45,4,11
2841,CO,31.0,2016,46,4,11
2842,CO,35.0,2016,47,4,11
2843,CO,46.0,2016,48,4,11
2844,CO,46.0,2016,49,4,12
2845,CO,46.0,2016,50,4,12
2846,CO,41.0,2016,51,4,12
2847,CO,51.0,2016,52,4,12
2848,CO,43.0,2017,1,1,1
2849,CO,51.0,2017,2,1,1
2850,CO,60.0,2017,3,1,1
2851,CO,70.0,2017,4,1,1
2852,CO,65.0,2017,5,1,1
2853,CO,55.0,2017,6,1,2
2854,CO,70.0,2017,7,1,2
2855,CO,58.0,2017,8,1,2
2856,CO,54.0,2017,9,1,2
2857,CO,65.0,2017,10,1,3
2858,CO,63.0,2017,11,1,3
2859,CO,49.0,2017,12,1,3
2860,CO,61.0,2017,13,1,3
2861,CO,54.0,2017,14,2,4
2862,CO,51.0,2017,15,2,4
2863,CO,54.0,2017,16,2,4
2864,CO,44.0,2017,17,2,4
2865,CO,31.0,2017,18,2,4
2866,CO,34.0,2017,19,2,5
2867,CO,36.0,2017,20,2,5
2868,CO,39.0,2017,21,2,5
2869,CO,34.0,2017,22,2,5
2870,CO,44.0,2017,23,2,6
2871,CO,31.0,2017,24,2,6
2872,CO,40.0,2017,25,2,6
2873,CO,28.0,2017,26,2,6
2874,CO,29.0,2017,27,3,7
2875,CO,33.0,2017,28,3,7
2876,CO,38.0,2017,29,3,7
2877,CO,29.0,2017,30,3,7
2878,CO,29.0,2017,31,3,7
2879,CO,32.0,2017,32,3,8
2880,CO,36.0,2017,33,3,8
2881,CO,27.0,2017,34,3,8
2882,CO,31.0,2017,35,3,8
2883,CO,33.0,2017,36,3,9
2884,CO,43.0,2017,37,3,9
2885,CO,32.0,2017,38,3,9
2886,CO,36.0,2017,39,3,9
2887,CO,52.0,2017,40,4,9
2888,CO,36.0,2017,41,4,10
2889,CO,40.0,2017,42,4,10
2890,CO,37.0,2017,43,4,10
2891,CO,45.0,2017,44,4,10
2892,CO,54.0,2017,45,4,11
2893,CO,50.0,2017,46,4,11
2894,CO,35.0,2017,47,4,11
2895,CO,40.0,2017,48,4,11
2896,CO,61.0,2017,49,4,12
2897,CO,56.0,2017,50,4,12
2898,CO,62.0,2017,51,4,12
2899,CO,62.0,2017,52,4,12
2900,CO,89.0,2018,1,1,1
2901,CO,88.0,2018,2,1,1
2902,CO,76.0,2018,3,1,1
2903,CO,96.0,2018,4,1,1
2904,CO,83.0,2018,5,1,2
2905,CO,70.0,2018,6,1,2
2906,CO,71.0,2018,7,1,2
2907,CO,61.0,2018,8,1,2
2908,CO,49.0,2018,9,1,3
2909,CO,70.0,2018,10,1,3
2910,CO,59.0,2018,11,1,3
2911,CO,59.0,2018,12,1,3
2912,CO,55.0,2018,13,1,3
2913,CO,45.0,2018,14,2,4
2914,CO,55.0,2018,15,2,4
2915,CO,44.0,2018,16,2,4
2916,CO,44.0,2018,17,2,4
2917,CO,41.0,2018,18,2,5
2918,CO,36.0,2018,19,2,5
2919,CO,32.0,2018,20,2,5
2920,CO,27.0,2018,21,2,5
2921,CO,23.0,2018,22,2,6
2922,CO,35.0,2018,23,2,6
2923,CO,41.0,2018,24,2,6
2924,CO,37.0,2018,25,2,6
2925,CO,39.0,2018,26,2,6
2926,CO,32.0,2018,27,3,7
2927,CO,28.0,2018,28,3,7
2928,CO,32.0,2018,29,3,7
2929,CO,33.0,2018,30,3,7
2930,CO,32.0,2018,31,3,8
2931,CO,23.0,2018,32,3,8
2932,CO,39.0,2018,33,3,8
2933,CO,22.0,2018,34,3,8
2934,CO,40.0,2018,35,3,9
2935,CO,27.0,2018,36,3,9
2936,CO,28.0,2018,37,3,9
2937,CO,34.0,2018,38,3,9
2938,CO,30.0,2018,39,3,9
2939,CO,45.0,2018,40,4,10
2940,CO,24.0,2018,41,4,10
2941,CO,37.0,2018,42,4,10
2942,CO,31.0,2018,43,4,10
2943,CO,38.0,2018,44,4,11
2944,CO,34.0,2018,45,4,11
2945,CO,38.0,2018,46,4,11
2946,CO,40.0,2018,47,4,11
2947,CO,42.0,2018,48,4,12
2948,CO,36.0,2018,49,4,12
2949,CO,40.0,2018,50,4,12
2950,CO,34.0,2018,51,4,12
2951,CO,43.0,2018,52,4,12
2952,CO,54.0,2019,1,1,1
2953,CO,66.0,2019,2,1,1
2954,CO,48.0,2019,3,1,1
2955,CO,58.0,2019,4,1,1
2956,CO,51.0,2019,5,1,2
2957,CO,57.0,2019,6,1,2
2958,CO,59.0,2019,7,1,2
2959,CO,53.0,2019,8,1,2
2960,CO,40.0,2019,9,1,3
2961,CO,53.0,2019,10,1,3
2962,CO,47.0,2019,11,1,3
2963,CO,36.0,2019,12,1,3
2964,CT,42.0,2009,40,4,10
2965,CT,47.0,2009,41,4,10
2966,CT,49.0,2009,42,4,10
2967,CT,55.0,2009,43,4,10
2968,CT,46.0,2009,44,4,10
2969,CT,67.0,2009,45,4,11
2970,CT,40.0,2009,46,4,11
2971,CT,49.0,2009,47,4,11
2972,CT,41.0,2009,48,4,11
2973,CT,41.0,2009,49,4,12
2974,CT,51.0,2009,50,4,12
2975,CT,46.0,2009,51,4,12
2976,CT,49.0,2009,52,4,12
2977,CT,46.0,2010,1,1,1
2978,CT,43.0,2010,2,1,1
2979,CT,62.0,2010,3,1,1
2980,CT,45.0,2010,4,1,1
2981,CT,60.0,2010,5,1,1
2982,CT,54.0,2010,6,1,2
2983,CT,69.0,2010,7,1,2
2984,CT,71.0,2010,8,1,2
2985,CT,51.0,2010,9,1,2
2986,CT,60.0,2010,10,1,3
2987,CT,55.0,2010,11,1,3
2988,CT,48.0,2010,12,1,3
2989,CT,50.0,2010,13,1,3
2990,CT,47.0,2010,14,2,4
2991,CT,46.0,2010,15,2,4
2992,CT,41.0,2010,16,2,4
2993,CT,45.0,2010,17,2,4
2994,CT,39.0,2010,18,2,5
2995,CT,45.0,2010,19,2,5
2996,CT,34.0,2010,20,2,5
2997,CT,40.0,2010,21,2,5
2998,CT,30.0,2010,22,2,5
2999,CT,40.0,2010,23,2,6
3000,CT,35.0,2010,24,2,6
3001,CT,29.0,2010,25,2,6
3002,CT,38.0,2010,26,2,6
3003,CT,32.0,2010,27,3,7
3004,CT,38.0,2010,28,3,7
3005,CT,40.0,2010,29,3,7
3006,CT,34.0,2010,30,3,7
3007,CT,45.0,2010,31,3,7
3008,CT,30.0,2010,32,3,8
3009,CT,42.0,2010,33,3,8
3010,CT,37.0,2010,34,3,8
3011,CT,27.0,2010,35,3,8
3012,CT,44.0,2010,36,3,9
3013,CT,36.0,2010,37,3,9
3014,CT,31.0,2010,38,3,9
3015,CT,41.0,2010,39,3,9
3016,CT,48.0,2010,40,4,10
3017,CT,48.0,2010,41,4,10
3018,CT,45.0,2010,42,4,10
3019,CT,36.0,2010,43,4,10
3020,CT,51.0,2010,44,4,10
3021,CT,32.0,2010,45,4,11
3022,CT,32.0,2010,46,4,11
3023,CT,36.0,2010,47,4,11
3024,CT,54.0,2010,48,4,11
3025,CT,31.0,2010,49,4,12
3026,CT,47.0,2010,50,4,12
3027,CT,46.0,2010,51,4,12
3028,CT,45.0,2010,52,4,12
3029,CT,60.0,2011,1,1,1
3030,CT,78.0,2011,2,1,1
3031,CT,81.0,2011,3,1,1
3032,CT,61.0,2011,4,1,1
3033,CT,79.0,2011,5,1,1
3034,CT,67.0,2011,6,1,2
3035,CT,57.0,2011,7,1,2
3036,CT,58.0,2011,8,1,2
3037,CT,66.0,2011,9,1,2
3038,CT,71.0,2011,10,1,3
3039,CT,43.0,2011,11,1,3
3040,CT,50.0,2011,12,1,3
3041,CT,56.0,2011,13,1,3
3042,CT,48.0,2011,14,2,4
3043,CT,56.0,2011,15,2,4
3044,CT,69.0,2011,16,2,4
3045,CT,61.0,2011,17,2,4
3046,CT,36.0,2011,18,2,4
3047,CT,44.0,2011,19,2,5
3048,CT,41.0,2011,20,2,5
3049,CT,53.0,2011,21,2,5
3050,CT,37.0,2011,22,2,5
3051,CT,45.0,2011,23,2,6
3052,CT,50.0,2011,24,2,6
3053,CT,44.0,2011,25,2,6
3054,CT,52.0,2011,26,2,6
3055,CT,40.0,2011,27,3,7
3056,CT,53.0,2011,28,3,7
3057,CT,48.0,2011,29,3,7
3058,CT,49.0,2011,30,3,7
3059,CT,33.0,2011,31,3,7
3060,CT,35.0,2011,32,3,8
3061,CT,28.0,2011,33,3,8
3062,CT,40.0,2011,34,3,8
3063,CT,43.0,2011,35,3,8
3064,CT,42.0,2011,36,3,9
3065,CT,57.0,2011,37,3,9
3066,CT,43.0,2011,38,3,9
3067,CT,42.0,2011,39,3,9
3068,CT,37.0,2011,40,4,10
3069,CT,39.0,2011,41,4,10
3070,CT,42.0,2011,42,4,10
3071,CT,40.0,2011,43,4,10
3072,CT,46.0,2011,44,4,10
3073,CT,48.0,2011,45,4,11
3074,CT,50.0,2011,46,4,11
3075,CT,56.0,2011,47,4,11
3076,CT,46.0,2011,48,4,11
3077,CT,36.0,2011,49,4,12
3078,CT,46.0,2011,50,4,12
3079,CT,59.0,2011,51,4,12
3080,CT,54.0,2011,52,4,12
3081,CT,51.0,2012,1,1,1
3082,CT,55.0,2012,2,1,1
3083,CT,52.0,2012,3,1,1
3084,CT,63.0,2012,4,1,1
3085,CT,49.0,2012,5,1,1
3086,CT,49.0,2012,6,1,2
3087,CT,54.0,2012,7,1,2
3088,CT,53.0,2012,8,1,2
3089,CT,52.0,2012,9,1,2
3090,CT,56.0,2012,10,1,3
3091,CT,70.0,2012,11,1,3
3092,CT,51.0,2012,12,1,3
3093,CT,47.0,2012,13,1,3
3094,CT,41.0,2012,14,2,3
3095,CT,52.0,2012,15,2,4
3096,CT,42.0,2012,16,2,4
3097,CT,28.0,2012,17,2,4
3098,CT,60.0,2012,18,2,4
3099,CT,36.0,2012,19,2,5
3100,CT,32.0,2012,20,2,5
3101,CT,43.0,2012,21,2,5
3102,CT,33.0,2012,22,2,5
3103,CT,30.0,2012,23,2,6
3104,CT,40.0,2012,24,2,6
3105,CT,35.0,2012,25,2,6
3106,CT,46.0,2012,26,2,6
3107,CT,50.0,2012,27,3,6
3108,CT,37.0,2012,28,3,7
3109,CT,41.0,2012,29,3,7
3110,CT,28.0,2012,30,3,7
3111,CT,21.0,2012,31,3,7
3112,CT,36.0,2012,32,3,8
3113,CT,36.0,2012,33,3,8
3114,CT,25.0,2012,34,3,8
3115,CT,27.0,2012,35,3,8
3116,CT,38.0,2012,36,3,9
3117,CT,39.0,2012,37,3,9
3118,CT,36.0,2012,38,3,9
3119,CT,37.0,2012,39,3,9
3120,CT,43.0,2012,40,4,9
3121,CT,36.0,2012,41,4,10
3122,CT,47.0,2012,42,4,10
3123,CT,40.0,2012,43,4,10
3124,CT,38.0,2012,44,4,10
3125,CT,37.0,2012,45,4,11
3126,CT,40.0,2012,46,4,11
3127,CT,44.0,2012,47,4,11
3128,CT,36.0,2012,48,4,11
3129,CT,37.0,2012,49,4,12
3130,CT,40.0,2012,50,4,12
3131,CT,49.0,2012,51,4,12
3132,CT,62.0,2012,52,4,12
3133,CT,75.0,2013,1,1,1
3134,CT,107.0,2013,2,1,1
3135,CT,84.0,2013,3,1,1
3136,CT,73.0,2013,4,1,1
3137,CT,74.0,2013,5,1,2
3138,CT,56.0,2013,6,1,2
3139,CT,55.0,2013,7,1,2
3140,CT,63.0,2013,8,1,2
3141,CT,49.0,2013,9,1,3
3142,CT,52.0,2013,10,1,3
3143,CT,44.0,2013,11,1,3
3144,CT,44.0,2013,12,1,3
3145,CT,37.0,2013,13,1,3
3146,CT,43.0,2013,14,2,4
3147,CT,60.0,2013,15,2,4
3148,CT,36.0,2013,16,2,4
3149,CT,37.0,2013,17,2,4
3150,CT,43.0,2013,18,2,5
3151,CT,36.0,2013,19,2,5
3152,CT,36.0,2013,20,2,5
3153,CT,34.0,2013,21,2,5
3154,CT,31.0,2013,22,2,6
3155,CT,35.0,2013,23,2,6
3156,CT,43.0,2013,24,2,6
3157,CT,44.0,2013,25,2,6
3158,CT,37.0,2013,26,2,6
3159,CT,33.0,2013,27,3,7
3160,CT,39.0,2013,28,3,7
3161,CT,24.0,2013,29,3,7
3162,CT,29.0,2013,30,3,7
3163,CT,30.0,2013,31,3,8
3164,CT,37.0,2013,32,3,8
3165,CT,44.0,2013,33,3,8
3166,CT,36.0,2013,34,3,8
3167,CT,34.0,2013,35,3,8
3168,CT,32.0,2013,36,3,9
3169,CT,34.0,2013,37,3,9
3170,CT,30.0,2013,38,3,9
3171,CT,31.0,2013,39,3,9
3172,CT,39.0,2013,40,4,10
3173,CT,33.0,2013,41,4,10
3174,CT,20.0,2013,42,4,10
3175,CT,33.0,2013,43,4,10
3176,CT,23.0,2013,44,4,11
3177,CT,43.0,2013,45,4,11
3178,CT,34.0,2013,46,4,11
3179,CT,60.0,2013,47,4,11
3180,CT,38.0,2013,48,4,11
3181,CT,49.0,2013,49,4,12
3182,CT,46.0,2013,50,4,12
3183,CT,39.0,2013,51,4,12
3184,CT,34.0,2013,52,4,12
3185,CT,44.0,2014,1,1,1
3186,CT,46.0,2014,2,1,1
3187,CT,56.0,2014,3,1,1
3188,CT,51.0,2014,4,1,1
3189,CT,48.0,2014,5,1,2
3190,CT,46.0,2014,6,1,2
3191,CT,60.0,2014,7,1,2
3192,CT,43.0,2014,8,1,2
3193,CT,49.0,2014,9,1,3
3194,CT,50.0,2014,10,1,3
3195,CT,55.0,2014,11,1,3
3196,CT,41.0,2014,12,1,3
3197,CT,48.0,2014,13,1,3
3198,CT,73.0,2014,14,2,4
3199,CT,72.0,2014,15,2,4
3200,CT,61.0,2014,16,2,4
3201,CT,62.0,2014,17,2,4
3202,CT,59.0,2014,18,2,5
3203,CT,38.0,2014,19,2,5
3204,CT,36.0,2014,20,2,5
3205,CT,31.0,2014,21,2,5
3206,CT,41.0,2014,22,2,5
3207,CT,30.0,2014,23,2,6
3208,CT,29.0,2014,24,2,6
3209,CT,32.0,2014,25,2,6
3210,CT,41.0,2014,26,2,6
3211,CT,39.0,2014,27,3,7
3212,CT,43.0,2014,28,3,7
3213,CT,25.0,2014,29,3,7
3214,CT,37.0,2014,30,3,7
3215,CT,38.0,2014,31,3,8
3216,CT,39.0,2014,32,3,8
3217,CT,36.0,2014,33,3,8
3218,CT,32.0,2014,34,3,8
3219,CT,30.0,2014,35,3,8
3220,CT,25.0,2014,36,3,9
3221,CT,32.0,2014,37,3,9
3222,CT,30.0,2014,38,3,9
3223,CT,39.0,2014,39,3,9
3224,CT,37.0,2014,40,4,10
3225,CT,39.0,2014,41,4,10
3226,CT,34.0,2014,42,4,10
3227,CT,29.0,2014,43,4,10
3228,CT,37.0,2014,44,4,11
3229,CT,39.0,2014,45,4,11
3230,CT,42.0,2014,46,4,11
3231,CT,40.0,2014,47,4,11
3232,CT,36.0,2014,48,4,11
3233,CT,44.0,2014,49,4,12
3234,CT,37.0,2014,50,4,12
3235,CT,49.0,2014,51,4,12
3236,CT,35.0,2014,52,4,12
3237,CT,43.0,2014,53,4,1
3238,CT,57.0,2015,1,1,1
3239,CT,60.0,2015,2,1,1
3240,CT,63.0,2015,3,1,1
3241,CT,52.0,2015,4,1,1
3242,CT,66.0,2015,5,1,1
3243,CT,69.0,2015,6,1,2
3244,CT,51.0,2015,7,1,2
3245,CT,68.0,2015,8,1,2
3246,CT,73.0,2015,9,1,2
3247,CT,55.0,2015,10,1,3
3248,CT,46.0,2015,11,1,3
3249,CT,61.0,2015,12,1,3
3250,CT,43.0,2015,13,1,3
3251,CT,52.0,2015,14,2,4
3252,CT,45.0,2015,15,2,4
3253,CT,59.0,2015,16,2,4
3254,CT,52.0,2015,17,2,4
3255,CT,39.0,2015,18,2,5
3256,CT,43.0,2015,19,2,5
3257,CT,36.0,2015,20,2,5
3258,CT,43.0,2015,21,2,5
3259,CT,34.0,2015,22,2,5
3260,CT,31.0,2015,23,2,6
3261,CT,31.0,2015,24,2,6
3262,CT,60.0,2015,25,2,6
3263,CT,40.0,2015,26,2,6
3264,CT,38.0,2015,27,3,7
3265,CT,35.0,2015,28,3,7
3266,CT,51.0,2015,29,3,7
3267,CT,33.0,2015,30,3,7
3268,CT,30.0,2015,31,3,8
3269,CT,30.0,2015,32,3,8
3270,CT,37.0,2015,33,3,8
3271,CT,26.0,2015,34,3,8
3272,CT,38.0,2015,35,3,8
3273,CT,25.0,2015,36,3,9
3274,CT,26.0,2015,37,3,9
3275,CT,45.0,2015,38,3,9
3276,CT,36.0,2015,39,3,9
3277,CT,38.0,2015,40,4,10
3278,CT,32.0,2015,41,4,10
3279,CT,27.0,2015,42,4,10
3280,CT,26.0,2015,43,4,10
3281,CT,35.0,2015,44,4,10
3282,CT,42.0,2015,45,4,11
3283,CT,40.0,2015,46,4,11
3284,CT,43.0,2015,47,4,11
3285,CT,35.0,2015,48,4,11
3286,CT,28.0,2015,49,4,12
3287,CT,31.0,2015,50,4,12
3288,CT,35.0,2015,51,4,12
3289,CT,42.0,2015,52,4,12
3290,CT,45.0,2016,1,1,1
3291,CT,52.0,2016,2,1,1
3292,CT,39.0,2016,3,1,1
3293,CT,55.0,2016,4,1,1
3294,CT,52.0,2016,5,1,1
3295,CT,40.0,2016,6,1,2
3296,CT,37.0,2016,7,1,2
3297,CT,38.0,2016,8,1,2
3298,CT,58.0,2016,9,1,2
3299,CT,56.0,2016,10,1,3
3300,CT,45.0,2016,11,1,3
3301,CT,57.0,2016,12,1,3
3302,CT,56.0,2016,13,1,3
3303,CT,43.0,2016,14,2,4
3304,CT,40.0,2016,15,2,4
3305,CT,48.0,2016,16,2,4
3306,CT,45.0,2016,17,2,4
3307,CT,41.0,2016,18,2,4
3308,CT,40.0,2016,19,2,5
3309,CT,32.0,2016,20,2,5
3310,CT,44.0,2016,21,2,5
3311,CT,22.0,2016,22,2,5
3312,CT,28.0,2016,23,2,6
3313,CT,38.0,2016,24,2,6
3314,CT,31.0,2016,25,2,6
3315,CT,23.0,2016,26,2,6
3316,CT,37.0,2016,27,3,7
3317,CT,42.0,2016,28,3,7
3318,CT,31.0,2016,29,3,7
3319,CT,34.0,2016,30,3,7
3320,CT,38.0,2016,31,3,7
3321,CT,40.0,2016,32,3,8
3322,CT,34.0,2016,33,3,8
3323,CT,27.0,2016,34,3,8
3324,CT,35.0,2016,35,3,8
3325,CT,32.0,2016,36,3,9
3326,CT,27.0,2016,37,3,9
3327,CT,20.0,2016,38,3,9
3328,CT,44.0,2016,39,3,9
3329,CT,36.0,2016,40,4,10
3330,CT,41.0,2016,41,4,10
3331,CT,33.0,2016,42,4,10
3332,CT,36.0,2016,43,4,10
3333,CT,38.0,2016,44,4,10
3334,CT,42.0,2016,45,4,11
3335,CT,35.0,2016,46,4,11
3336,CT,54.0,2016,47,4,11
3337,CT,43.0,2016,48,4,11
3338,CT,51.0,2016,49,4,12
3339,CT,35.0,2016,50,4,12
3340,CT,45.0,2016,51,4,12
3341,CT,41.0,2016,52,4,12
3342,CT,56.0,2017,1,1,1
3343,CT,56.0,2017,2,1,1
3344,CT,60.0,2017,3,1,1
3345,CT,47.0,2017,4,1,1
3346,CT,62.0,2017,5,1,1
3347,CT,72.0,2017,6,1,2
3348,CT,72.0,2017,7,1,2
